"year","ccaa","codigo","situation","count","porcentaje"
2007,"Cataluña","9","inactivos",2218693,0.37
2007,"Cataluña","9","ocupados",3576583,0.59
2007,"Cataluña","9","para_b_1a2a",37728,0.15
2007,"Cataluña","9","para_b_2a4a",14842,0.06
2007,"Cataluña","9","para_b_4mas_a",9922,0.04
2007,"Cataluña","9","para_b_6ma1a",33630,0.14
2007,"Cataluña","9","para_b_menos6m",108728,0.44
2007,"Cataluña","9","parados",247528,0.04
2007,"Cataluña","9","total",6042806,1
2007,"Ceuta","18","activos",30975,0.54
2007,"Ceuta","18","asal_comp",20046,0.91
2007,"Ceuta","18","asal_indef",14721,0.67
2007,"Ceuta","18","asal_parc",759,0.03
2007,"Ceuta","18","asal_parc_inv",1117,0.05
2007,"Ceuta","18","asal_temp",7201,0.33
2007,"Ceuta","18","asalariados",21921,0.9
2007,"Ceuta","18","c_propia",2551,0.1
2007,"Ceuta","18","inac_desanim",461,0.01
2007,"Ceuta","18","inactivos",26882,0.46
2007,"Ceuta","18","ocupados",24470,0.42
2007,"Ceuta","18","para_b_1a2a",1805,0.28
2007,"Ceuta","18","para_b_2a4a",1330,0.2
2007,"Ceuta","18","para_b_4mas_a",578,0.09
2007,"Ceuta","18","para_b_6ma1a",910,0.14
2007,"Ceuta","18","para_b_menos6m",1545,0.24
2007,"Ceuta","18","parados",6501,0.11
2007,"Ceuta","18","total",57853,1
2007,"Comunidad Valenciana","10","activos",2443513,0.6
2007,"Comunidad Valenciana","10","asal_comp",1585290,0.86
2007,"Comunidad Valenciana","10","asal_indef",1209087,0.66
2007,"Comunidad Valenciana","10","asal_parc",166084,0.09
2007,"Comunidad Valenciana","10","asal_parc_inv",81825,0.04
2007,"Comunidad Valenciana","10","asal_temp",624114,0.34
2007,"Comunidad Valenciana","10","asalariados",1833202,0.82
2007,"Comunidad Valenciana","10","c_propia",396834,0.18
2007,"Comunidad Valenciana","10","inac_desanim",18758,0
2007,"Comunidad Valenciana","10","inactivos",1628281,0.4
2007,"Comunidad Valenciana","10","ocupados",2230037,0.55
2007,"Comunidad Valenciana","10","para_b_1a2a",25271,0.12
2007,"Comunidad Valenciana","10","para_b_2a4a",14252,0.07
2007,"Comunidad Valenciana","10","para_b_4mas_a",6948,0.03
2007,"Comunidad Valenciana","10","para_b_6ma1a",31820,0.15
2007,"Comunidad Valenciana","10","para_b_menos6m",95238,0.45
2007,"Comunidad Valenciana","10","parados",213479,0.05
2007,"Comunidad Valenciana","10","total",4071794,1
2007,"Extremadura","11","activos",476839,0.53
2007,"Extremadura","11","asal_comp",283904,0.87
2007,"Extremadura","11","asal_indef",192581,0.59
2007,"Extremadura","11","asal_parc",18555,0.06
2007,"Extremadura","11","asal_parc_inv",23268,0.07
2007,"Extremadura","11","asal_temp",133149,0.41
2007,"Extremadura","11","asalariados",325728,0.78
2007,"Extremadura","11","c_propia",89214,0.22
2007,"Extremadura","11","inac_desanim",11690,0.01
2007,"Extremadura","11","inactivos",424570,0.47
2007,"Extremadura","11","ocupados",414943,0.46
2007,"Extremadura","11","para_b_1a2a",8684,0.14
2007,"Extremadura","11","para_b_2a4a",5928,0.1
2007,"Extremadura","11","para_b_4mas_a",5844,0.09
2007,"Extremadura","11","para_b_6ma1a",8596,0.14
2007,"Extremadura","11","para_b_menos6m",23430,0.38
2007,"Extremadura","11","parados",61897,0.07
2007,"Extremadura","11","total",901408,1
2007,"Galicia","12","activos",1291045,0.54
2007,"Galicia","12","asal_comp",831877,0.9
2007,"Galicia","12","asal_indef",635168,0.69
2007,"Galicia","12","asal_parc",53184,0.06
2007,"Galicia","12","asal_parc_inv",36270,0.04
2007,"Galicia","12","asal_temp",286164,0.31
2007,"Galicia","12","asalariados",921331,0.77
2007,"Galicia","12","c_propia",271947,0.23
2007,"Galicia","12","inac_desanim",15399,0.01
2007,"Galicia","12","inactivos",1100235,0.46
2007,"Galicia","12","ocupados",1193279,0.5
2007,"Galicia","12","para_b_1a2a",11494,0.12
2007,"Galicia","12","para_b_2a4a",9929,0.1
2007,"Galicia","12","para_b_4mas_a",9888,0.1
2007,"Galicia","12","para_b_6ma1a",12675,0.13
2007,"Galicia","12","para_b_menos6m",39308,0.4
2007,"Galicia","12","parados",97767,0.04
2007,"Galicia","12","total",2391276,1
2007,"Madrid (Comunidad de)","13","activos",3334977,0.65
2007,"Madrid (Comunidad de)","13","asal_comp",2420251,0.89
2007,"Madrid (Comunidad de)","13","asal_indef",2031941,0.75
2007,"Madrid (Comunidad de)","13","asal_parc",193521,0.07
2007,"Madrid (Comunidad de)","13","asal_parc_inv",95384,0.04
2007,"Madrid (Comunidad de)","13","asal_temp",677218,0.25
2007,"Madrid (Comunidad de)","13","asalariados",2709155,0.87
2007,"Madrid (Comunidad de)","13","c_propia",417625,0.13
2007,"Madrid (Comunidad de)","13","inac_desanim",14806,0
2007,"Madrid (Comunidad de)","13","inactivos",1799308,0.35
2007,"Madrid (Comunidad de)","13","ocupados",3126780,0.61
2007,"Madrid (Comunidad de)","13","para_b_1a2a",25672,0.12
2007,"Madrid (Comunidad de)","13","para_b_2a4a",14468,0.07
2007,"Madrid (Comunidad de)","13","para_b_4mas_a",11605,0.06
2007,"Madrid (Comunidad de)","13","para_b_6ma1a",31612,0.15
2007,"Madrid (Comunidad de)","13","para_b_menos6m",86332,0.41
2007,"Madrid (Comunidad de)","13","parados",208194,0.04
2007,"Madrid (Comunidad de)","13","total",5134281,1
2007,"Melilla","19","activos",29220,0.56
2007,"Melilla","19","asal_comp",19095,0.89
2007,"Melilla","19","asal_indef",14241,0.66
2007,"Melilla","19","asal_parc",953,0.04
2007,"Melilla","19","asal_parc_inv",1378,0.06
2007,"Melilla","19","asal_temp",7182,0.34
2007,"Melilla","19","asalariados",21421,0.9
2007,"Melilla","19","c_propia",2480,0.1
2007,"Melilla","19","inac_desanim",574,0.01
2007,"Melilla","19","inactivos",23143,0.44
2007,"Melilla","19","ocupados",23902,0.46
2007,"Melilla","19","para_b_1a2a",1252,0.24
2007,"Melilla","19","para_b_2a4a",781,0.15
2007,"Melilla","19","para_b_4mas_a",1431,0.27
2007,"Melilla","19","para_b_6ma1a",782,0.15
2007,"Melilla","19","para_b_menos6m",2157,0.41
2007,"Melilla","19","parados",5320,0.1
2007,"Melilla","19","total",52363,1
2007,"Murcia (Región de)","14","activos",689753,0.61
2007,"Murcia (Región de)","14","asal_comp",468482,0.89
2007,"Murcia (Región de)","14","asal_indef",316853,0.6
2007,"Murcia (Región de)","14","asal_parc",41750,0.08
2007,"Murcia (Región de)","14","asal_parc_inv",18834,0.04
2007,"Murcia (Región de)","14","asal_temp",212212,0.4
2007,"Murcia (Región de)","14","asalariados",529065,0.83
2007,"Murcia (Región de)","14","c_propia",108659,0.17
2007,"Murcia (Región de)","14","inac_desanim",4512,0
2007,"Murcia (Región de)","14","inactivos",448689,0.39
2007,"Murcia (Región de)","14","ocupados",637725,0.56
2007,"Murcia (Región de)","14","para_b_1a2a",6024,0.12
2007,"Murcia (Región de)","14","para_b_2a4a",2277,0.04
2007,"Murcia (Región de)","14","para_b_4mas_a",2347,0.05
2007,"Murcia (Región de)","14","para_b_6ma1a",5952,0.11
2007,"Murcia (Región de)","14","para_b_menos6m",24555,0.47
2007,"Murcia (Región de)","14","parados",52027,0.05
2007,"Murcia (Región de)","14","total",1138444,1
2007,"Nacional","0","activos",22426078,0.59
2007,"Nacional","0","asal_comp",14956851,0.88
2007,"Nacional","0","asal_indef",11613916,0.68
2007,"Nacional","0","asal_parc",1288111,0.08
2007,"Nacional","0","asal_parc_inv",723102,0.04
2007,"Nacional","0","asal_temp",5354150,0.32
2007,"Nacional","0","asalariados",16968069,0.82
2007,"Nacional","0","c_propia",3611870,0.18
2007,"Nacional","0","inac_desanim",182414,0
2007,"Nacional","0","inactivos",15407003,0.41
2007,"Nacional","0","ocupados",20579937,0.54
2007,"Nacional","0","para_b_1a2a",239221,0.13
2007,"Nacional","0","para_b_2a4a",140640,0.08
2007,"Nacional","0","para_b_4mas_a",115811,0.06
2007,"Nacional","0","para_b_6ma1a",266356,0.14
2007,"Nacional","0","para_b_menos6m",780494,0.42
2007,"Nacional","0","parados",1846142,0.05
2007,"Nacional","0","total",37833086,1
2007,"Navarra (Comunidad Foral de)","15","activos",310101,0.61
2007,"Navarra (Comunidad Foral de)","15","asal_comp",205211,0.86
2007,"Navarra (Comunidad Foral de)","15","asal_indef",172337,0.72
2007,"Navarra (Comunidad Foral de)","15","asal_parc",23333,0.1
2007,"Navarra (Comunidad Foral de)","15","asal_parc_inv",10733,0.04
2007,"Navarra (Comunidad Foral de)","15","asal_temp",66944,0.28
2007,"Navarra (Comunidad Foral de)","15","asalariados",239275,0.81
2007,"Navarra (Comunidad Foral de)","15","c_propia",56186,0.19
2007,"Navarra (Comunidad Foral de)","15","inac_desanim",1808,0
2007,"Navarra (Comunidad Foral de)","15","inactivos",196120,0.39
2007,"Navarra (Comunidad Foral de)","15","ocupados",295462,0.58
2007,"Navarra (Comunidad Foral de)","15","para_b_1a2a",2323,0.16
2007,"Navarra (Comunidad Foral de)","15","para_b_2a4a",1305,0.09
2007,"Navarra (Comunidad Foral de)","15","para_b_4mas_a",991,0.07
2007,"Navarra (Comunidad Foral de)","15","para_b_6ma1a",3339,0.23
2007,"Navarra (Comunidad Foral de)","15","para_b_menos6m",7931,0.54
2007,"Navarra (Comunidad Foral de)","15","parados",14638,0.03
2007,"Navarra (Comunidad Foral de)","15","total",506223,1
2007,"País Vasco","16","activos",1067554,0.58
2007,"País Vasco","16","asal_comp",679821,0.85
2007,"País Vasco","16","asal_indef",571898,0.71
2007,"País Vasco","16","asal_parc",80087,0.1
2007,"País Vasco","16","asal_parc_inv",42210,0.05
2007,"País Vasco","16","asal_temp",230220,0.29
2007,"País Vasco","16","asalariados",802116,0.8
2007,"País Vasco","16","c_propia",199008,0.2
2007,"País Vasco","16","inac_desanim",6378,0
2007,"País Vasco","16","inactivos",773559,0.42
2007,"País Vasco","16","ocupados",1001126,0.54
2007,"País Vasco","16","para_b_1a2a",10162,0.15
2007,"País Vasco","16","para_b_2a4a",6278,0.09
2007,"País Vasco","16","para_b_4mas_a",5007,0.08
2007,"País Vasco","16","para_b_6ma1a",13179,0.2
2007,"País Vasco","16","para_b_menos6m",28673,0.43
2007,"País Vasco","16","parados",66427,0.04
2007,"País Vasco","16","total",1841111,1
2007,"Rioja (La)","17","activos",156385,0.59
2007,"Rioja (La)","17","asal_comp",100578,0.86
2007,"Rioja (La)","17","asal_indef",87043,0.75
2007,"Rioja (La)","17","asal_parc",11628,0.1
2007,"Rioja (La)","17","asal_parc_inv",4090,0.04
2007,"Rioja (La)","17","asal_temp",29256,0.25
2007,"Rioja (La)","17","asalariados",116299,0.79
2007,"Rioja (La)","17","c_propia",31063,0.21
2007,"Rioja (La)","17","inac_desanim",1313,0
2007,"Rioja (La)","17","inactivos",106879,0.41
2007,"Rioja (La)","17","ocupados",147361,0.56
2007,"Rioja (La)","17","para_b_1a2a",1225,0.14
2007,"Rioja (La)","17","para_b_2a4a",641,0.07
2007,"Rioja (La)","17","para_b_4mas_a",407,0.05
2007,"Rioja (La)","17","para_b_6ma1a",1086,0.12
2007,"Rioja (La)","17","para_b_menos6m",4124,0.46
2007,"Rioja (La)","17","parados",9023,0.03
2007,"Rioja (La)","17","total",263266,1
2008,"Andalucía","1","activos",3841945,0.58
2008,"Andalucía","1","asal_comp",2258528,0.87
2008,"Andalucía","1","asal_indef",1544665,0.6
2008,"Andalucía","1","asal_parc",160631,0.06
2008,"Andalucía","1","asal_parc_inv",174024,0.07
2008,"Andalucía","1","asal_temp",1048517,0.4
2008,"Andalucía","1","asalariados",2593182,0.82
2008,"Andalucía","1","c_propia",567490,0.18
2008,"Andalucía","1","inac_desanim",66244,0.01
2008,"Andalucía","1","inactivos",2834469,0.42
2008,"Andalucía","1","ocupados",3160673,0.47
2008,"Andalucía","1","para_b_1a2a",91500,0.13
2008,"Andalucía","1","para_b_2a4a",45353,0.07
2008,"Andalucía","1","para_b_4mas_a",38900,0.06
2008,"Andalucía","1","para_b_6ma1a",113433,0.17
2008,"Andalucía","1","para_b_menos6m",308315,0.45
2008,"Andalucía","1","parados",681276,0.1
2008,"Andalucía","1","total",6676416,1
2008,"Aragón","2","activos",674876,0.6
2008,"Aragón","2","asal_comp",454121,0.89
2008,"Aragón","2","asal_indef",379479,0.74
2008,"Aragón","2","asal_parc",42065,0.08
2008,"Aragón","2","asal_parc_inv",16930,0.03
2008,"Aragón","2","asal_temp",133637,0.26
2008,"Aragón","2","asalariados",513116,0.82
2008,"Aragón","2","c_propia",112525,0.18
2008,"Aragón","2","inac_desanim",4826,0
2008,"Aragón","2","inactivos",450922,0.4
2008,"Aragón","2","ocupados",625645,0.56
2008,"Aragón","2","para_b_1a2a",6285,0.13
2008,"Aragón","2","para_b_2a4a",2806,0.06
2008,"Aragón","2","para_b_4mas_a",1085,0.02
2008,"Aragón","2","para_b_6ma1a",8309,0.17
2008,"Aragón","2","para_b_menos6m",33207,0.67
2008,"Aragón","2","parados",49231,0.04
2008,"Aragón","2","total",1125797,1
2008,"Asturias (Principado de)","3","activos",498633,0.53
2008,"Asturias (Principado de)","3","asal_comp",324945,0.89
2008,"Asturias (Principado de)","3","asal_indef",263532,0.72
2008,"Asturias (Principado de)","3","asal_parc",23112,0.06
2008,"Asturias (Principado de)","3","asal_parc_inv",15450,0.04
2008,"Asturias (Principado de)","3","asal_temp",99980,0.28
2008,"Asturias (Principado de)","3","asalariados",363509,0.8
2008,"Asturias (Principado de)","3","c_propia",92762,0.2
2008,"Asturias (Principado de)","3","inac_desanim",5829,0.01
2008,"Asturias (Principado de)","3","inactivos",448156,0.47
2008,"Asturias (Principado de)","3","ocupados",456271,0.48
2008,"Asturias (Principado de)","3","para_b_1a2a",5850,0.14
2008,"Asturias (Principado de)","3","para_b_2a4a",4511,0.11
2008,"Asturias (Principado de)","3","para_b_4mas_a",3896,0.09
2008,"Asturias (Principado de)","3","para_b_6ma1a",7123,0.17
2008,"Asturias (Principado de)","3","para_b_menos6m",17605,0.42
2008,"Asturias (Principado de)","3","parados",42359,0.04
2008,"Asturias (Principado de)","3","total",946790,1
2008,"Balears (Illes)","4","activos",571588,0.65
2008,"Balears (Illes)","4","asal_comp",372313,0.89
2008,"Balears (Illes)","4","asal_indef",297392,0.71
2008,"Balears (Illes)","4","asal_parc",28364,0.07
2008,"Balears (Illes)","4","asal_parc_inv",16457,0.04
2008,"Balears (Illes)","4","asal_temp",119748,0.29
2008,"Balears (Illes)","4","asalariados",417142,0.81
2008,"Balears (Illes)","4","c_propia",96355,0.19
2008,"Balears (Illes)","4","inac_desanim",2108,0
2008,"Balears (Illes)","4","inactivos",307875,0.35
2008,"Balears (Illes)","4","ocupados",513494,0.58
2008,"Balears (Illes)","4","para_b_1a2a",5248,0.09
2008,"Balears (Illes)","4","para_b_2a4a",1548,0.03
2008,"Balears (Illes)","4","para_b_4mas_a",1196,0.02
2008,"Balears (Illes)","4","para_b_6ma1a",7141,0.12
2008,"Balears (Illes)","4","para_b_menos6m",33460,0.58
2008,"Balears (Illes)","4","parados",58091,0.07
2008,"Balears (Illes)","4","total",879462,1
2008,"Canarias","5","activos",1015001,0.61
2008,"Canarias","5","asal_comp",655611,0.9
2008,"Canarias","5","asal_indef",483104,0.66
2008,"Canarias","5","asal_parc",38452,0.05
2008,"Canarias","5","asal_parc_inv",34003,0.05
2008,"Canarias","5","asal_temp",244965,0.34
2008,"Canarias","5","asalariados",728072,0.87
2008,"Canarias","5","c_propia",111858,0.13
2008,"Canarias","5","inac_desanim",9042,0.01
2008,"Canarias","5","inactivos",654912,0.39
2008,"Canarias","5","ocupados",839926,0.5
2008,"Canarias","5","para_b_1a2a",23697,0.14
2008,"Canarias","5","para_b_2a4a",12699,0.07
2008,"Canarias","5","para_b_4mas_a",7150,0.04
2008,"Canarias","5","para_b_6ma1a",32287,0.18
2008,"Canarias","5","para_b_menos6m",80830,0.46
2008,"Canarias","5","parados",175078,0.1
2008,"Canarias","5","total",1669910,1
2008,"Cantabria","6","activos",284670,0.57
2008,"Cantabria","6","asal_comp",190755,0.9
2008,"Cantabria","6","asal_indef",154535,0.73
2008,"Cantabria","6","asal_parc",12028,0.06
2008,"Cantabria","6","asal_parc_inv",8867,0.04
2008,"Cantabria","6","asal_temp",57116,0.27
2008,"Cantabria","6","asalariados",211649,0.8
2008,"Cantabria","6","c_propia",52632,0.2
2008,"Cantabria","6","inac_desanim",2085,0
2008,"Cantabria","6","inactivos",212561,0.43
2008,"Cantabria","6","ocupados",264282,0.53
2008,"Cantabria","6","para_b_1a2a",1647,0.08
2008,"Cantabria","6","para_b_2a4a",1222,0.06
2008,"Cantabria","6","para_b_4mas_a",741,0.04
2008,"Cantabria","6","para_b_6ma1a",3651,0.18
2008,"Cantabria","6","para_b_menos6m",9366,0.46
2008,"Cantabria","6","parados",20390,0.04
2008,"Cantabria","6","total",497230,1
2008,"Castilla y León","7","activos",1189544,0.55
2008,"Castilla y León","7","asal_comp",735620,0.88
2008,"Castilla y León","7","asal_indef",616844,0.74
2008,"Castilla y León","7","asal_parc",58801,0.07
2008,"Castilla y León","7","asal_parc_inv",38562,0.05
2008,"Castilla y León","7","asal_temp",216139,0.26
2008,"Castilla y León","7","asalariados",832986,0.77
2008,"Castilla y León","7","c_propia",242170,0.23
2008,"Castilla y León","7","inac_desanim",15908,0.01
2008,"Castilla y León","7","inactivos",989551,0.45
2008,"Castilla y León","7","ocupados",1075152,0.49
2008,"Castilla y León","7","para_b_1a2a",13889,0.12
2008,"Castilla y León","7","para_b_2a4a",8628,0.08
2008,"Castilla y León","7","para_b_4mas_a",6727,0.06
2008,"Castilla y León","7","para_b_6ma1a",17051,0.15
2008,"Castilla y León","7","para_b_menos6m",52352,0.46
2008,"Castilla y León","7","parados",114391,0.05
2008,"Castilla y León","7","total",2179097,1
2008,"Castilla-La Mancha","8","activos",974874,0.58
2008,"Castilla-La Mancha","8","asal_comp",605913,0.89
2008,"Castilla-La Mancha","8","asal_indef",464618,0.68
2008,"Castilla-La Mancha","8","asal_parc",48505,0.07
2008,"Castilla-La Mancha","8","asal_parc_inv",27247,0.04
2008,"Castilla-La Mancha","8","asal_temp",217044,0.32
2008,"Castilla-La Mancha","8","asalariados",681663,0.79
2008,"Castilla-La Mancha","8","c_propia",179406,0.21
2008,"Castilla-La Mancha","8","inac_desanim",9940,0.01
2008,"Castilla-La Mancha","8","inactivos",715876,0.42
2008,"Castilla-La Mancha","8","ocupados",861070,0.51
2008,"Castilla-La Mancha","8","para_b_1a2a",12948,0.11
2008,"Castilla-La Mancha","8","para_b_2a4a",6100,0.05
2008,"Castilla-La Mancha","8","para_b_4mas_a",3934,0.03
2008,"Castilla-La Mancha","8","para_b_6ma1a",17267,0.15
2008,"Castilla-La Mancha","8","para_b_menos6m",55704,0.49
2008,"Castilla-La Mancha","8","parados",113805,0.07
2008,"Castilla-La Mancha","8","total",1690749,1
2008,"Cataluña","9","activos",3930911,0.64
2008,"Cataluña","9","asal_comp",2619428,0.88
2008,"Cataluña","9","asal_indef",2350808,0.79
2008,"Cataluña","9","asal_parc",260748,0.09
2008,"Cataluña","9","asal_parc_inv",108254,0.04
2008,"Cataluña","9","asal_temp",637618,0.21
2008,"Cataluña","9","asalariados",2988425,0.83
2008,"Cataluña","9","c_propia",592914,0.17
2008,"Cataluña","9","inac_desanim",11512,0
2008,"Cataluña","9","inactivos",2210673,0.36
2008,"Cataluña","9","ocupados",3581340,0.58
2008,"Cataluña","9","para_b_1a2a",40682,0.12
2008,"Cataluña","9","para_b_2a4a",16874,0.05
2008,"Cataluña","9","para_b_4mas_a",9309,0.03
2008,"Cataluña","9","para_b_6ma1a",56289,0.16
2008,"Cataluña","9","para_b_menos6m",176971,0.51
2008,"Cataluña","9","parados",349573,0.06
2008,"Cataluña","9","total",6141586,1
2008,"Ceuta","18","activos",33194,0.56
2008,"Ceuta","18","asal_comp",20918,0.92
2008,"Ceuta","18","asal_indef",14668,0.65
2008,"Ceuta","18","asal_parc",669,0.03
2008,"Ceuta","18","asal_parc_inv",1061,0.05
2008,"Ceuta","18","asal_temp",7978,0.35
2008,"Ceuta","18","asalariados",22647,0.83
2008,"Ceuta","18","c_propia",4759,0.17
2008,"Ceuta","18","inac_desanim",1006,0.02
2008,"Ceuta","18","inactivos",25606,0.44
2008,"Ceuta","18","ocupados",27407,0.47
2008,"Ceuta","18","para_b_1a2a",1320,0.23
2008,"Ceuta","18","para_b_2a4a",1431,0.25
2008,"Ceuta","18","para_b_4mas_a",567,0.1
2008,"Ceuta","18","para_b_6ma1a",1017,0.18
2008,"Ceuta","18","para_b_menos6m",1553,0.27
2008,"Ceuta","18","parados",5786,0.1
2008,"Ceuta","18","total",58801,1
2008,"Comunidad Valenciana","10","activos",2518951,0.61
2008,"Comunidad Valenciana","10","asal_comp",1575352,0.86
2008,"Comunidad Valenciana","10","asal_indef",1245940,0.68
2008,"Comunidad Valenciana","10","asal_parc",153778,0.08
2008,"Comunidad Valenciana","10","asal_parc_inv",95674,0.05
2008,"Comunidad Valenciana","10","asal_temp",578865,0.32
2008,"Comunidad Valenciana","10","asalariados",1824805,0.82
2008,"Comunidad Valenciana","10","c_propia",392221,0.18
2008,"Comunidad Valenciana","10","inac_desanim",23102,0.01
2008,"Comunidad Valenciana","10","inactivos",1621924,0.39
2008,"Comunidad Valenciana","10","ocupados",2217024,0.54
2008,"Comunidad Valenciana","10","para_b_1a2a",36539,0.12
2008,"Comunidad Valenciana","10","para_b_2a4a",13498,0.04
2008,"Comunidad Valenciana","10","para_b_4mas_a",8449,0.03
2008,"Comunidad Valenciana","10","para_b_6ma1a",42783,0.14
2008,"Comunidad Valenciana","10","para_b_menos6m",152039,0.5
2008,"Comunidad Valenciana","10","parados",301924,0.07
2008,"Comunidad Valenciana","10","total",4140876,1
2008,"Extremadura","11","activos",484864,0.53
2008,"Extremadura","11","asal_comp",285935,0.88
2008,"Extremadura","11","asal_indef",200723,0.62
2008,"Extremadura","11","asal_parc",17994,0.06
2008,"Extremadura","11","asal_parc_inv",20288,0.06
2008,"Extremadura","11","asal_temp",123497,0.38
2008,"Extremadura","11","asalariados",324216,0.79
2008,"Extremadura","11","c_propia",86201,0.21
2008,"Extremadura","11","inac_desanim",11432,0.01
2008,"Extremadura","11","inactivos",423028,0.47
2008,"Extremadura","11","ocupados",410417,0.45
2008,"Extremadura","11","para_b_1a2a",9875,0.13
2008,"Extremadura","11","para_b_2a4a",6585,0.09
2008,"Extremadura","11","para_b_4mas_a",6297,0.08
2008,"Extremadura","11","para_b_6ma1a",12036,0.16
2008,"Extremadura","11","para_b_menos6m",29846,0.4
2008,"Extremadura","11","parados",74446,0.08
2008,"Extremadura","11","total",907891,1
2008,"Galicia","12","activos",1314776,0.55
2008,"Galicia","12","asal_comp",822289,0.89
2008,"Galicia","12","asal_indef",641013,0.7
2008,"Galicia","12","asal_parc",59702,0.06
2008,"Galicia","12","asal_parc_inv",38939,0.04
2008,"Galicia","12","asal_temp",279914,0.3
2008,"Galicia","12","asalariados",920930,0.77
2008,"Galicia","12","c_propia",280263,0.23
2008,"Galicia","12","inac_desanim",18124,0.01
2008,"Galicia","12","inactivos",1086312,0.45
2008,"Galicia","12","ocupados",1201190,0.5
2008,"Galicia","12","para_b_1a2a",15188,0.13
2008,"Galicia","12","para_b_2a4a",8323,0.07
2008,"Galicia","12","para_b_4mas_a",9325,0.08
2008,"Galicia","12","para_b_6ma1a",14700,0.13
2008,"Galicia","12","para_b_menos6m",48930,0.43
2008,"Galicia","12","parados",113582,0.05
2008,"Galicia","12","total",2401088,1
2008,"Madrid (Comunidad de)","13","activos",3426718,0.66
2008,"Madrid (Comunidad de)","13","asal_comp",2415400,0.88
2008,"Madrid (Comunidad de)","13","asal_indef",2101114,0.77
2008,"Madrid (Comunidad de)","13","asal_parc",200975,0.07
2008,"Madrid (Comunidad de)","13","asal_parc_inv",114681,0.04
2008,"Madrid (Comunidad de)","13","asal_temp",629940,0.23
2008,"Madrid (Comunidad de)","13","asalariados",2731055,0.87
2008,"Madrid (Comunidad de)","13","c_propia",400628,0.13
2008,"Madrid (Comunidad de)","13","inac_desanim",16323,0
2008,"Madrid (Comunidad de)","13","inactivos",1802848,0.34
2008,"Madrid (Comunidad de)","13","ocupados",3131681,0.6
2008,"Madrid (Comunidad de)","13","para_b_1a2a",32327,0.11
2008,"Madrid (Comunidad de)","13","para_b_2a4a",15442,0.05
2008,"Madrid (Comunidad de)","13","para_b_4mas_a",8641,0.03
2008,"Madrid (Comunidad de)","13","para_b_6ma1a",53796,0.18
2008,"Madrid (Comunidad de)","13","para_b_menos6m",137805,0.47
2008,"Madrid (Comunidad de)","13","parados",295035,0.06
2008,"Madrid (Comunidad de)","13","total",5229566,1
2008,"Melilla","19","activos",29722,0.55
2008,"Melilla","19","asal_comp",18839,0.91
2008,"Melilla","19","asal_indef",13851,0.67
2008,"Melilla","19","asal_parc",869,0.04
2008,"Melilla","19","asal_parc_inv",1074,0.05
2008,"Melilla","19","asal_temp",6929,0.33
2008,"Melilla","19","asalariados",20783,0.87
2008,"Melilla","19","c_propia",2997,0.13
2008,"Melilla","19","inac_desanim",526,0.01
2008,"Melilla","19","inactivos",24213,0.45
2008,"Melilla","19","ocupados",23781,0.44
2008,"Melilla","19","para_b_1a2a",1501,0.25
2008,"Melilla","19","para_b_2a4a",1250,0.21
2008,"Melilla","19","para_b_4mas_a",604,0.1
2008,"Melilla","19","para_b_6ma1a",985,0.17
2008,"Melilla","19","para_b_menos6m",1913,0.32
2008,"Melilla","19","parados",5943,0.11
2008,"Melilla","19","total",53936,1
2008,"Murcia (Región de)","14","activos",714799,0.62
2008,"Murcia (Región de)","14","asal_comp",458323,0.89
2008,"Murcia (Región de)","14","asal_indef",327356,0.64
2008,"Murcia (Región de)","14","asal_parc",36628,0.07
2008,"Murcia (Región de)","14","asal_parc_inv",20410,0.04
2008,"Murcia (Región de)","14","asal_temp",188008,0.36
2008,"Murcia (Región de)","14","asalariados",515363,0.82
2008,"Murcia (Región de)","14","c_propia",110534,0.18
2008,"Murcia (Región de)","14","inac_desanim",6687,0.01
2008,"Murcia (Región de)","14","inactivos",444069,0.38
2008,"Murcia (Región de)","14","ocupados",625896,0.54
2008,"Murcia (Región de)","14","para_b_1a2a",11139,0.13
2008,"Murcia (Región de)","14","para_b_2a4a",4290,0.05
2008,"Murcia (Región de)","14","para_b_4mas_a",2548,0.03
2008,"Murcia (Región de)","14","para_b_6ma1a",13334,0.15
2008,"Murcia (Región de)","14","para_b_menos6m",47804,0.54
2008,"Murcia (Región de)","14","parados",88900,0.08
2008,"Murcia (Región de)","14","total",1158870,1
2008,"Nacional","0","activos",23065581,0.6
2008,"Nacional","0","asal_comp",14823110,0.88
2008,"Nacional","0","asal_indef",11954763,0.71
2008,"Nacional","0","asal_parc",1247763,0.07
2008,"Nacional","0","asal_parc_inv",790359,0.05
2008,"Nacional","0","asal_temp",4906470,0.29
2008,"Nacional","0","asalariados",16861231,0.82
2008,"Nacional","0","c_propia",3608425,0.18
2008,"Nacional","0","inac_desanim",214535,0.01
2008,"Nacional","0","inactivos",15324551,0.4
2008,"Nacional","0","ocupados",20469656,0.53
2008,"Nacional","0","para_b_1a2a",316744,0.12
2008,"Nacional","0","para_b_2a4a",156062,0.06
2008,"Nacional","0","para_b_4mas_a",115284,0.04
2008,"Nacional","0","para_b_6ma1a",410809,0.16
2008,"Nacional","0","para_b_menos6m",1220470,0.47
2008,"Nacional","0","parados",2595922,0.07
2008,"Nacional","0","total",38390130,1
2008,"Navarra (Comunidad Foral de)","15","activos",317036,0.62
