"ccaa","year","codigo","variable","value"
"Rioja (La)",2009,"17","asal_completa",99973
"Rioja (La)",2006,"17","asal_completa",99184
"Rioja (La)",2007,"17","asal_completa",100579
"Rioja (La)",2010,"17","asal_completa",96666
"Rioja (La)",2008,"17","asal_completa",103150
"Rioja (La)",2011,"17","asal_completa",90574
"Rioja (La)",2014,"17","asal_completa",86478
"Rioja (La)",2012,"17","asal_completa",84236
"Rioja (La)",2015,"17","asal_completa",87252
"Rioja (La)",2013,"17","asal_completa",81314
"Andalucía",2008,"1","asal_parcial",334653
"Andalucía",2006,"1","asal_parcial",326682
"Andalucía",2009,"1","asal_parcial",348603
"Andalucía",2007,"1","asal_parcial",325597
"Andalucía",2010,"1","asal_parcial",363460
"Andalucía",2013,"1","asal_parcial",402558
"Andalucía",2011,"1","asal_parcial",365823
"Andalucía",2014,"1","asal_parcial",423075
"Andalucía",2015,"1","asal_parcial",438356
"Andalucía",2012,"1","asal_parcial",377240
"Aragón",2007,"2","asal_parcial",61801
"Aragón",2008,"2","asal_parcial",59000
"Aragón",2006,"2","asal_parcial",62509
"Aragón",2009,"2","asal_parcial",63888
"Aragón",2012,"2","asal_parcial",64351
"Aragón",2010,"2","asal_parcial",62134
"Aragón",2013,"2","asal_parcial",71163
"Aragón",2014,"2","asal_parcial",70174
"Aragón",2015,"2","asal_parcial",68415
"Aragón",2011,"2","asal_parcial",63456
"Asturias (Principado de)",2006,"3","asal_parcial",35832
"Asturias (Principado de)",2009,"3","asal_parcial",40619
"Asturias (Principado de)",2015,"3","asal_parcial",45837
"Asturias (Principado de)",2013,"3","asal_parcial",45395
"Asturias (Principado de)",2011,"3","asal_parcial",42061
"Asturias (Principado de)",2014,"3","asal_parcial",44042
"Asturias (Principado de)",2007,"3","asal_parcial",36509
"Asturias (Principado de)",2010,"3","asal_parcial",42321
"Asturias (Principado de)",2008,"3","asal_parcial",38563
"Asturias (Principado de)",2012,"3","asal_parcial",44662
"Balears (Illes)",2014,"4","asal_parcial",58484
"Balears (Illes)",2010,"4","asal_parcial",47207
"Balears (Illes)",2008,"4","asal_parcial",44826
"Balears (Illes)",2006,"4","asal_parcial",41992
"Balears (Illes)",2012,"4","asal_parcial",55522
"Balears (Illes)",2015,"4","asal_parcial",60921
"Balears (Illes)",2013,"4","asal_parcial",55618
"Balears (Illes)",2011,"4","asal_parcial",50189
"Balears (Illes)",2009,"4","asal_parcial",47741
"Balears (Illes)",2007,"4","asal_parcial",43818
"Canarias",2006,"5","asal_parcial",78136
"Canarias",2007,"5","asal_parcial",75842
"Canarias",2008,"5","asal_parcial",72458
"Canarias",2011,"5","asal_parcial",88147
"Canarias",2009,"5","asal_parcial",72910
"Canarias",2015,"5","asal_parcial",114058
"Canarias",2013,"5","asal_parcial",107220
"Canarias",2014,"5","asal_parcial",112569
"Canarias",2012,"5","asal_parcial",95536
"Canarias",2010,"5","asal_parcial",82029
"Cantabria",2008,"6","asal_parcial",20893
"Cantabria",2006,"6","asal_parcial",21998
"Cantabria",2009,"6","asal_parcial",20333
"Cantabria",2007,"6","asal_parcial",21110
"Cantabria",2010,"6","asal_parcial",21555
"Cantabria",2013,"6","asal_parcial",28534
"Cantabria",2011,"6","asal_parcial",24410
"Cantabria",2014,"6","asal_parcial",28525
"Cantabria",2015,"6","asal_parcial",27674
"Cantabria",2012,"6","asal_parcial",27653
"Castilla y León",2010,"7","asal_parcial",111626
"Castilla y León",2008,"7","asal_parcial",97364
"Castilla y León",2006,"7","asal_parcial",92905
"Castilla y León",2007,"7","asal_parcial",98472
"Castilla y León",2011,"7","asal_parcial",112398
"Castilla y León",2009,"7","asal_parcial",105437
"Castilla y León",2012,"7","asal_parcial",110684
"Castilla y León",2015,"7","asal_parcial",123951
"Castilla y León",2013,"7","asal_parcial",125418
"Castilla y León",2014,"7","asal_parcial",125899
"Castilla-La Mancha",2006,"8","asal_parcial",62096
"Castilla-La Mancha",2009,"8","asal_parcial",77324
"Castilla-La Mancha",2015,"8","asal_parcial",90210
"Castilla-La Mancha",2013,"8","asal_parcial",88662
"Castilla-La Mancha",2011,"8","asal_parcial",83864
"Castilla-La Mancha",2014,"8","asal_parcial",85671
"Castilla-La Mancha",2007,"8","asal_parcial",75318
"Castilla-La Mancha",2010,"8","asal_parcial",78202
"Castilla-La Mancha",2008,"8","asal_parcial",75753
"Castilla-La Mancha",2012,"8","asal_parcial",84704
"Cataluña",2008,"9","asal_parcial",369001
"Cataluña",2014,"9","asal_parcial",408111
"Cataluña",2012,"9","asal_parcial",378663
"Cataluña",2010,"9","asal_parcial",359125
"Cataluña",2013,"9","asal_parcial",402389
"Cataluña",2006,"9","asal_parcial",346291
"Cataluña",2009,"9","asal_parcial",336222
"Cataluña",2015,"9","asal_parcial",381012
"Cataluña",2011,"9","asal_parcial",385993
"Cataluña",2007,"9","asal_parcial",367776
"Ceuta",2010,"18","asal_parcial",2909
"Ceuta",2008,"18","asal_parcial",1728
"Ceuta",2006,"18","asal_parcial",1949
"Ceuta",2007,"18","asal_parcial",1876
"Ceuta",2011,"18","asal_parcial",2552
"Ceuta",2009,"18","asal_parcial",2270
"Ceuta",2012,"18","asal_parcial",2388
"Ceuta",2015,"18","asal_parcial",2304
"Ceuta",2013,"18","asal_parcial",2701
"Ceuta",2014,"18","asal_parcial",2130
"Comunidad Valenciana",2006,"10","asal_parcial",243138
"Comunidad Valenciana",2007,"10","asal_parcial",247911
"Comunidad Valenciana",2008,"10","asal_parcial",249453
"Comunidad Valenciana",2011,"10","asal_parcial",262453
"Comunidad Valenciana",2009,"10","asal_parcial",259783
"Comunidad Valenciana",2015,"10","asal_parcial",314539
"Comunidad Valenciana",2013,"10","asal_parcial",286648
"Comunidad Valenciana",2014,"10","asal_parcial",304630
"Comunidad Valenciana",2012,"10","asal_parcial",266865
"Comunidad Valenciana",2010,"10","asal_parcial",269791
"Extremadura",2008,"11","asal_parcial",38283
"Extremadura",2012,"11","asal_parcial",43710
"Extremadura",2010,"11","asal_parcial",43478
"Extremadura",2013,"11","asal_parcial",51657
"Extremadura",2006,"11","asal_parcial",39606
"Extremadura",2009,"11","asal_parcial",38415
"Extremadura",2007,"11","asal_parcial",41828
"Extremadura",2011,"11","asal_parcial",46637
"Extremadura",2014,"11","asal_parcial",49092
"Extremadura",2015,"11","asal_parcial",50277
"Galicia",2006,"12","asal_parcial",94375
"Galicia",2007,"12","asal_parcial",89454
"Galicia",2010,"12","asal_parcial",103166
"Galicia",2008,"12","asal_parcial",98641
"Galicia",2014,"12","asal_parcial",121853
"Galicia",2012,"12","asal_parcial",112731
"Galicia",2015,"12","asal_parcial",127392
"Galicia",2013,"12","asal_parcial",123197
"Galicia",2011,"12","asal_parcial",108927
"Galicia",2009,"12","asal_parcial",100172
"Madrid (Comunidad de)",2011,"13","asal_parcial",308169
"Madrid (Comunidad de)",2009,"13","asal_parcial",330216
"Madrid (Comunidad de)",2007,"13","asal_parcial",288907
"Madrid (Comunidad de)",2008,"13","asal_parcial",315656
"Madrid (Comunidad de)",2006,"13","asal_parcial",276843
"Madrid (Comunidad de)",2012,"13","asal_parcial",307591
"Madrid (Comunidad de)",2010,"13","asal_parcial",305558
"Madrid (Comunidad de)",2013,"13","asal_parcial",338814
"Madrid (Comunidad de)",2014,"13","asal_parcial",335270
"Madrid (Comunidad de)",2015,"13","asal_parcial",373508
"Melilla",2008,"19","asal_parcial",1943
"Melilla",2012,"19","asal_parcial",3115
"Melilla",2010,"19","asal_parcial",1761
"Melilla",2013,"19","asal_parcial",3785
"Melilla",2006,"19","asal_parcial",2412
"Melilla",2009,"19","asal_parcial",2246
"Melilla",2007,"19","asal_parcial",2328
"Melilla",2011,"19","asal_parcial",2973
"Melilla",2014,"19","asal_parcial",3582
"Melilla",2015,"19","asal_parcial",2505
"Murcia (Región de)",2013,"14","asal_parcial",76122
"Murcia (Región de)",2009,"14","asal_parcial",60759
"Murcia (Región de)",2011,"14","asal_parcial",66167
"Murcia (Región de)",2014,"14","asal_parcial",80158
"Murcia (Región de)",2007,"14","asal_parcial",60584
"Murcia (Región de)",2010,"14","asal_parcial",61261
"Murcia (Región de)",2008,"14","asal_parcial",57038
"Murcia (Región de)",2006,"14","asal_parcial",67270
"Murcia (Región de)",2012,"14","asal_parcial",75242
"Murcia (Región de)",2015,"14","asal_parcial",78672
"Nacional",2014,"0","asal_parcial",2450228
"Nacional",2010,"0","asal_parcial",2131742
"Nacional",2008,"0","asal_parcial",2038120
"Nacional",2006,"0","asal_parcial",1956014
"Nacional",2012,"0","asal_parcial",2235364
"Nacional",2015,"0","asal_parcial",2516506
"Nacional",2013,"0","asal_parcial",2391915
"Nacional",2011,"0","asal_parcial",2201149
"Nacional",2009,"0","asal_parcial",2075193
"Nacional",2007,"0","asal_parcial",2011215
"Navarra (Comunidad Foral de)",2015,"15","asal_parcial",41022
"Navarra (Comunidad Foral de)",2013,"15","asal_parcial",35474
"Navarra (Comunidad Foral de)",2011,"15","asal_parcial",36662
"Navarra (Comunidad Foral de)",2009,"15","asal_parcial",32360
"Navarra (Comunidad Foral de)",2007,"15","asal_parcial",34069
"Navarra (Comunidad Foral de)",2008,"15","asal_parcial",32108
"Navarra (Comunidad Foral de)",2014,"15","asal_parcial",41267
"Navarra (Comunidad Foral de)",2012,"15","asal_parcial",37878
"Navarra (Comunidad Foral de)",2010,"15","asal_parcial",35912
"Navarra (Comunidad Foral de)",2006,"15","asal_parcial",33609
"País Vasco",2015,"16","asal_parcial",156775
"País Vasco",2013,"16","asal_parcial",129047
"País Vasco",2011,"16","asal_parcial",132732
"País Vasco",2009,"16","asal_parcial",120474
"País Vasco",2007,"16","asal_parcial",122295
"País Vasco",2008,"16","asal_parcial",115932
"País Vasco",2014,"16","asal_parcial",137642
"País Vasco",2012,"16","asal_parcial",130301
"País Vasco",2010,"16","asal_parcial",123710
"País Vasco",2006,"16","asal_parcial",113222
"Rioja (La)",2009,"17","asal_parcial",15419
"Rioja (La)",2006,"17","asal_parcial",15151
"Rioja (La)",2007,"17","asal_parcial",15718
"Rioja (La)",2010,"17","asal_parcial",16537
"Rioja (La)",2008,"17","asal_parcial",14828
"Rioja (La)",2011,"17","asal_parcial",17538
"Rioja (La)",2014,"17","asal_parcial",18054
"Rioja (La)",2012,"17","asal_parcial",16526
"Rioja (La)",2015,"17","asal_parcial",19078
"Rioja (La)",2013,"17","asal_parcial",17514
"Andalucía",2008,"1","asal_parcial_involuntaria",174024
"Andalucía",2006,"1","asal_parcial_involuntaria",159436
"Andalucía",2009,"1","asal_parcial_involuntaria",205037
"Andalucía",2007,"1","asal_parcial_involuntaria",155966
"Andalucía",2010,"1","asal_parcial_involuntaria",231153
"Andalucía",2013,"1","asal_parcial_involuntaria",301140
"Andalucía",2011,"1","asal_parcial_involuntaria",246627
"Andalucía",2014,"1","asal_parcial_involuntaria",314835
"Andalucía",2015,"1","asal_parcial_involuntaria",316127
"Andalucía",2012,"1","asal_parcial_involuntaria",261727
"Aragón",2007,"2","asal_parcial_involuntaria",18845
"Aragón",2008,"2","asal_parcial_involuntaria",16932
"Aragón",2006,"2","asal_parcial_involuntaria",19084
"Aragón",2009,"2","asal_parcial_involuntaria",25717
"Aragón",2012,"2","asal_parcial_involuntaria",37643
"Aragón",2010,"2","asal_parcial_involuntaria",29356
"Aragón",2013,"2","asal_parcial_involuntaria",43355
"Aragón",2014,"2","asal_parcial_involuntaria",40427
"Aragón",2015,"2","asal_parcial_involuntaria",38482
"Aragón",2011,"2","asal_parcial_involuntaria",34038
"Asturias (Principado de)",2006,"3","asal_parcial_involuntaria",15366
"Asturias (Principado de)",2009,"3","asal_parcial_involuntaria",18867
"Asturias (Principado de)",2015,"3","asal_parcial_involuntaria",31914
"Asturias (Principado de)",2013,"3","asal_parcial_involuntaria",29900
"Asturias (Principado de)",2011,"3","asal_parcial_involuntaria",23529
"Asturias (Principado de)",2014,"3","asal_parcial_involuntaria",29867
"Asturias (Principado de)",2007,"3","asal_parcial_involuntaria",14143
"Asturias (Principado de)",2010,"3","asal_parcial_involuntaria",22124
"Asturias (Principado de)",2008,"3","asal_parcial_involuntaria",15453
"Asturias (Principado de)",2012,"3","asal_parcial_involuntaria",27044
"Balears (Illes)",2014,"4","asal_parcial_involuntaria",38488
"Balears (Illes)",2010,"4","asal_parcial_involuntaria",23977
"Balears (Illes)",2008,"4","asal_parcial_involuntaria",16458
"Balears (Illes)",2006,"4","asal_parcial_involuntaria",11131
"Balears (Illes)",2012,"4","asal_parcial_involuntaria",35383
"Balears (Illes)",2015,"4","asal_parcial_involuntaria",34366
"Balears (Illes)",2013,"4","asal_parcial_involuntaria",37324
"Balears (Illes)",2011,"4","asal_parcial_involuntaria",24449
"Balears (Illes)",2009,"4","asal_parcial_involuntaria",23658
"Balears (Illes)",2007,"4","asal_parcial_involuntaria",12099
"Canarias",2006,"5","asal_parcial_involuntaria",31940
"Canarias",2007,"5","asal_parcial_involuntaria",32190
"Canarias",2008,"5","asal_parcial_involuntaria",34003
"Canarias",2011,"5","asal_parcial_involuntaria",61106
"Canarias",2009,"5","asal_parcial_involuntaria",46283
"Canarias",2015,"5","asal_parcial_involuntaria",89152
"Canarias",2013,"5","asal_parcial_involuntaria",83330
"Canarias",2014,"5","asal_parcial_involuntaria",87187
"Canarias",2012,"5","asal_parcial_involuntaria",70924
"Canarias",2010,"5","asal_parcial_involuntaria",55595
"Cantabria",2008,"6","asal_parcial_involuntaria",8867
"Cantabria",2006,"6","asal_parcial_involuntaria",9490
"Cantabria",2009,"6","asal_parcial_involuntaria",9657
"Cantabria",2007,"6","asal_parcial_involuntaria",8732
"Cantabria",2010,"6","asal_parcial_involuntaria",11542
"Cantabria",2013,"6","asal_parcial_involuntaria",19139
"Cantabria",2011,"6","asal_parcial_involuntaria",13802
"Cantabria",2014,"6","asal_parcial_involuntaria",19498
"Cantabria",2015,"6","asal_parcial_involuntaria",17010
"Cantabria",2012,"6","asal_parcial_involuntaria",15786
"Castilla y León",2010,"7","asal_parcial_involuntaria",53787
"Castilla y León",2008,"7","asal_parcial_involuntaria",38561
"Castilla y León",2006,"7","asal_parcial_involuntaria",42440
"Castilla y León",2007,"7","asal_parcial_involuntaria",41411
"Castilla y León",2011,"7","asal_parcial_involuntaria",60882
"Castilla y León",2009,"7","asal_parcial_involuntaria",46695
"Castilla y León",2012,"7","asal_parcial_involuntaria",69222
"Castilla y León",2015,"7","asal_parcial_involuntaria",78655
"Castilla y León",2013,"7","asal_parcial_involuntaria",77974
"Castilla y León",2014,"7","asal_parcial_involuntaria",81882
"Castilla-La Mancha",2006,"8","asal_parcial_involuntaria",25564
"Castilla-La Mancha",2009,"8","asal_parcial_involuntaria",38482
"Castilla-La Mancha",2015,"8","asal_parcial_involuntaria",60282
"Castilla-La Mancha",2013,"8","asal_parcial_involuntaria",58636
"Castilla-La Mancha",2011,"8","asal_parcial_involuntaria",46115
"Castilla-La Mancha",2014,"8","asal_parcial_involuntaria",55413
"Castilla-La Mancha",2007,"8","asal_parcial_involuntaria",28627
"Castilla-La Mancha",2010,"8","asal_parcial_involuntaria",41751
"Castilla-La Mancha",2008,"8","asal_parcial_involuntaria",27248
"Castilla-La Mancha",2012,"8","asal_parcial_involuntaria",53040
"Cataluña",2008,"9","asal_parcial_involuntaria",108253
"Cataluña",2014,"9","asal_parcial_involuntaria",231077
"Cataluña",2012,"9","asal_parcial_involuntaria",206584
"Cataluña",2010,"9","asal_parcial_involuntaria",157014
"Cataluña",2013,"9","asal_parcial_involuntaria",227270
"Cataluña",2006,"9","asal_parcial_involuntaria",87589
"Cataluña",2009,"9","asal_parcial_involuntaria",121196
"Cataluña",2015,"9","asal_parcial_involuntaria",214076
"Cataluña",2011,"9","asal_parcial_involuntaria",183246
"Cataluña",2007,"9","asal_parcial_involuntaria",95982
"Ceuta",2010,"18","asal_parcial_involuntaria",2360
"Ceuta",2008,"18","asal_parcial_involuntaria",1061
"Ceuta",2006,"18","asal_parcial_involuntaria",1270
"Ceuta",2007,"18","asal_parcial_involuntaria",1117
"Ceuta",2011,"18","asal_parcial_involuntaria",1803
"Ceuta",2009,"18","asal_parcial_involuntaria",1519
"Ceuta",2012,"18","asal_parcial_involuntaria",1794
"Ceuta",2015,"18","asal_parcial_involuntaria",1673
"Ceuta",2013,"18","asal_parcial_involuntaria",1963
"Ceuta",2014,"18","asal_parcial_involuntaria",1556
"Comunidad Valenciana",2006,"10","asal_parcial_involuntaria",76692
"Comunidad Valenciana",2007,"10","asal_parcial_involuntaria",81827
"Comunidad Valenciana",2008,"10","asal_parcial_involuntaria",95674
"Comunidad Valenciana",2011,"10","asal_parcial_involuntaria",159163
"Comunidad Valenciana",2009,"10","asal_parcial_involuntaria",134010
"Comunidad Valenciana",2015,"10","asal_parcial_involuntaria",211829
"Comunidad Valenciana",2013,"10","asal_parcial_involuntaria",197350
"Comunidad Valenciana",2014,"10","asal_parcial_involuntaria",206482
"Comunidad Valenciana",2012,"10","asal_parcial_involuntaria",175958
"Comunidad Valenciana",2010,"10","asal_parcial_involuntaria",153213
"Extremadura",2008,"11","asal_parcial_involuntaria",20289
"Extremadura",2012,"11","asal_parcial_involuntaria",33022
"Extremadura",2010,"11","asal_parcial_involuntaria",27740
"Extremadura",2013,"11","asal_parcial_involuntaria",37698
"Extremadura",2006,"11","asal_parcial_involuntaria",20737
"Extremadura",2009,"11","asal_parcial_involuntaria",22086
"Extremadura",2007,"11","asal_parcial_involuntaria",23269
"Extremadura",2011,"11","asal_parcial_involuntaria",32796
"Extremadura",2014,"11","asal_parcial_involuntaria",35113
"Extremadura",2015,"11","asal_parcial_involuntaria",32877
"Galicia",2006,"12","asal_parcial_involuntaria",39491
"Galicia",2007,"12","asal_parcial_involuntaria",36271
"Galicia",2010,"12","asal_parcial_involuntaria",56578
"Galicia",2008,"12","asal_parcial_involuntaria",38940
"Galicia",2014,"12","asal_parcial_involuntaria",86175
"Galicia",2012,"12","asal_parcial_involuntaria",76081
"Galicia",2015,"12","asal_parcial_involuntaria",91495
"Galicia",2013,"12","asal_parcial_involuntaria",85397
"Galicia",2011,"12","asal_parcial_involuntaria",66420
"Galicia",2009,"12","asal_parcial_involuntaria",47253
"Madrid (Comunidad de)",2011,"13","asal_parcial_involuntaria",168725
"Madrid (Comunidad de)",2009,"13","asal_parcial_involuntaria",144959
"Madrid (Comunidad de)",2007,"13","asal_parcial_involuntaria",95383
"Madrid (Comunidad de)",2008,"13","asal_parcial_involuntaria",114679
"Madrid (Comunidad de)",2006,"13","asal_parcial_involuntaria",98983
"Madrid (Comunidad de)",2012,"13","asal_parcial_involuntaria",174629
"Madrid (Comunidad de)",2010,"13","asal_parcial_involuntaria",161356
"Madrid (Comunidad de)",2013,"13","asal_parcial_involuntaria",206446
"Madrid (Comunidad de)",2014,"13","asal_parcial_involuntaria",210036
"Madrid (Comunidad de)",2015,"13","asal_parcial_involuntaria",228230
"Melilla",2008,"19","asal_parcial_involuntaria",1074
"Melilla",2012,"19","asal_parcial_involuntaria",2306
"Melilla",2010,"19","asal_parcial_involuntaria",1107
"Melilla",2013,"19","asal_parcial_involuntaria",2535
"Melilla",2006,"19","asal_parcial_involuntaria",958
"Melilla",2009,"19","asal_parcial_involuntaria",1622
"Melilla",2007,"19","asal_parcial_involuntaria",1375
"Melilla",2011,"19","asal_parcial_involuntaria",1318
"Melilla",2014,"19","asal_parcial_involuntaria",2879
"Melilla",2015,"19","asal_parcial_involuntaria",1968
"Murcia (Región de)",2013,"14","asal_parcial_involuntaria",49455
"Murcia (Región de)",2009,"14","asal_parcial_involuntaria",32449
"Murcia (Región de)",2011,"14","asal_parcial_involuntaria",38275
"Murcia (Región de)",2014,"14","asal_parcial_involuntaria",54987
"Murcia (Región de)",2007,"14","asal_parcial_involuntaria",18833
"Murcia (Región de)",2010,"14","asal_parcial_involuntaria",34456
"Murcia (Región de)",2008,"14","asal_parcial_involuntaria",20411
"Murcia (Región de)",2006,"14","asal_parcial_involuntaria",22295
"Murcia (Región de)",2012,"14","asal_parcial_involuntaria",48278
"Murcia (Región de)",2015,"14","asal_parcial_involuntaria",53058
"Nacional",2014,"0","asal_parcial_involuntaria",1617648
"Nacional",2010,"0","asal_parcial_involuntaria",1142959
"Nacional",2008,"0","asal_parcial_involuntaria",790359
"Nacional",2006,"0","asal_parcial_involuntaria",719540
"Nacional",2012,"0","asal_parcial_involuntaria",1383489
"Nacional",2015,"0","asal_parcial_involuntaria",1628832
"Nacional",2013,"0","asal_parcial_involuntaria",1560197
"Nacional",2011,"0","asal_parcial_involuntaria",1254980
"Nacional",2009,"0","asal_parcial_involuntaria",992368
"Nacional",2007,"0","asal_parcial_involuntaria",723104
"Navarra (Comunidad Foral de)",2015,"15","asal_parcial_involuntaria",24874
"Navarra (Comunidad Foral de)",2013,"15","asal_parcial_involuntaria",20414
"Navarra (Comunidad Foral de)",2011,"15","asal_parcial_involuntaria",17902
"Navarra (Comunidad Foral de)",2009,"15","asal_parcial_involuntaria",14433
"Navarra (Comunidad Foral de)",2007,"15","asal_parcial_involuntaria",10735
"Navarra (Comunidad Foral de)",2008,"15","asal_parcial_involuntaria",11734
"Navarra (Comunidad Foral de)",2014,"15","asal_parcial_involuntaria",25844
"Navarra (Comunidad Foral de)",2012,"15","asal_parcial_involuntaria",19466
"Navarra (Comunidad Foral de)",2010,"15","asal_parcial_involuntaria",15422
"Navarra (Comunidad Foral de)",2006,"15","asal_parcial_involuntaria",10895
"País Vasco",2015,"16","asal_parcial_involuntaria",90116
"País Vasco",2013,"16","asal_parcial_involuntaria",71353
"País Vasco",2011,"16","asal_parcial_involuntaria",66664
"País Vasco",2009,"16","asal_parcial_involuntaria",52443
"País Vasco",2007,"16","asal_parcial_involuntaria",42208
"País Vasco",2008,"16","asal_parcial_involuntaria",42311
"País Vasco",2014,"16","asal_parcial_involuntaria",84698
"País Vasco",2012,"16","asal_parcial_involuntaria",66104
"País Vasco",2010,"16","asal_parcial_involuntaria",57981
"País Vasco",2006,"16","asal_parcial_involuntaria",41956
"Rioja (La)",2009,"17","asal_parcial_involuntaria",6000
"Rioja (La)",2006,"17","asal_parcial_involuntaria",4224
"Rioja (La)",2007,"17","asal_parcial_involuntaria",4090
"Rioja (La)",2010,"17","asal_parcial_involuntaria",6446
"Rioja (La)",2008,"17","asal_parcial_involuntaria",4387
"Rioja (La)",2011,"17","asal_parcial_involuntaria",8120
"Rioja (La)",2014,"17","asal_parcial_involuntaria",11204
"Rioja (La)",2012,"17","asal_parcial_involuntaria",8499
"Rioja (La)",2015,"17","asal_parcial_involuntaria",12647
"Rioja (La)",2013,"17","asal_parcial_involuntaria",9518
"Andalucía",2008,"1","asal_horas_pactadas",37
"Andalucía",2006,"1","asal_horas_pactadas",38
"Andalucía",2009,"1","asal_horas_pactadas",37
"Andalucía",2007,"1","asal_horas_pactadas",38
"Andalucía",2010,"1","asal_horas_pactadas",37
"Andalucía",2013,"1","asal_horas_pactadas",37
"Andalucía",2011,"1","asal_horas_pactadas",37
"Andalucía",2014,"1","asal_horas_pactadas",36
"Andalucía",2015,"1","asal_horas_pactadas",36
"Andalucía",2012,"1","asal_horas_pactadas",37
"Aragón",2007,"2","asal_horas_pactadas",38
"Aragón",2008,"2","asal_horas_pactadas",38
"Aragón",2006,"2","asal_horas_pactadas",37
"Aragón",2009,"2","asal_horas_pactadas",37
"Aragón",2012,"2","asal_horas_pactadas",37
"Aragón",2010,"2","asal_horas_pactadas",37
"Aragón",2013,"2","asal_horas_pactadas",37
"Aragón",2014,"2","asal_horas_pactadas",37
"Aragón",2015,"2","asal_horas_pactadas",37
"Aragón",2011,"2","asal_horas_pactadas",37
"Asturias (Principado de)",2006,"3","asal_horas_pactadas",38
"Asturias (Principado de)",2009,"3","asal_horas_pactadas",37
"Asturias (Principado de)",2015,"3","asal_horas_pactadas",37
"Asturias (Principado de)",2013,"3","asal_horas_pactadas",37
"Asturias (Principado de)",2011,"3","asal_horas_pactadas",37
"Asturias (Principado de)",2014,"3","asal_horas_pactadas",37
"Asturias (Principado de)",2007,"3","asal_horas_pactadas",38
"Asturias (Principado de)",2010,"3","asal_horas_pactadas",37
"Asturias (Principado de)",2008,"3","asal_horas_pactadas",38
"Asturias (Principado de)",2012,"3","asal_horas_pactadas",37
"Balears (Illes)",2014,"4","asal_horas_pactadas",37
"Balears (Illes)",2010,"4","asal_horas_pactadas",37
"Balears (Illes)",2008,"4","asal_horas_pactadas",38
"Balears (Illes)",2006,"4","asal_horas_pactadas",39
"Balears (Illes)",2012,"4","asal_horas_pactadas",37
"Balears (Illes)",2015,"4","asal_horas_pactadas",37
"Balears (Illes)",2013,"4","asal_horas_pactadas",38
"Balears (Illes)",2011,"4","asal_horas_pactadas",37
"Balears (Illes)",2009,"4","asal_horas_pactadas",38
"Balears (Illes)",2007,"4","asal_horas_pactadas",38
"Canarias",2006,"5","asal_horas_pactadas",38
"Canarias",2007,"5","asal_horas_pactadas",38
"Canarias",2008,"5","asal_horas_pactadas",38
"Canarias",2011,"5","asal_horas_pactadas",37
"Canarias",2009,"5","asal_horas_pactadas",38
"Canarias",2015,"5","asal_horas_pactadas",37
"Canarias",2013,"5","asal_horas_pactadas",37
"Canarias",2014,"5","asal_horas_pactadas",37
"Canarias",2012,"5","asal_horas_pactadas",38
"Canarias",2010,"5","asal_horas_pactadas",37
"Cantabria",2008,"6","asal_horas_pactadas",38
"Cantabria",2006,"6","asal_horas_pactadas",38
"Cantabria",2009,"6","asal_horas_pactadas",38
"Cantabria",2007,"6","asal_horas_pactadas",38
"Cantabria",2010,"6","asal_horas_pactadas",37
"Cantabria",2013,"6","asal_horas_pactadas",37
"Cantabria",2011,"6","asal_horas_pactadas",37
"Cantabria",2014,"6","asal_horas_pactadas",37
"Cantabria",2015,"6","asal_horas_pactadas",37
"Cantabria",2012,"6","asal_horas_pactadas",37
"Castilla y León",2010,"7","asal_horas_pactadas",37
"Castilla y León",2008,"7","asal_horas_pactadas",37
"Castilla y León",2006,"7","asal_horas_pactadas",37
"Castilla y León",2007,"7","asal_horas_pactadas",37
"Castilla y León",2011,"7","asal_horas_pactadas",37
"Castilla y León",2009,"7","asal_horas_pactadas",37
"Castilla y León",2012,"7","asal_horas_pactadas",37
"Castilla y León",2015,"7","asal_horas_pactadas",37
"Castilla y León",2013,"7","asal_horas_pactadas",37
"Castilla y León",2014,"7","asal_horas_pactadas",37
"Castilla-La Mancha",2006,"8","asal_horas_pactadas",38
"Castilla-La Mancha",2009,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2015,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2013,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2011,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2014,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2007,"8","asal_horas_pactadas",38
"Castilla-La Mancha",2010,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2008,"8","asal_horas_pactadas",37
"Castilla-La Mancha",2012,"8","asal_horas_pactadas",37
"Cataluña",2008,"9","asal_horas_pactadas",38
"Cataluña",2014,"9","asal_horas_pactadas",37
"Cataluña",2012,"9","asal_horas_pactadas",37
"Cataluña",2010,"9","asal_horas_pactadas",38
"Cataluña",2013,"9","asal_horas_pactadas",37
"Cataluña",2006,"9","asal_horas_pactadas",38
"Cataluña",2009,"9","asal_horas_pactadas",38
"Cataluña",2015,"9","asal_horas_pactadas",37
"Cataluña",2011,"9","asal_horas_pactadas",37
"Cataluña",2007,"9","asal_horas_pactadas",38
"Ceuta",2010,"18","asal_horas_pactadas",37
"Ceuta",2008,"18","asal_horas_pactadas",38
"Ceuta",2006,"18","asal_horas_pactadas",37
"Ceuta",2007,"18","asal_horas_pactadas",37
