"ccaa","year","codigo","variable","value"
"Andalucía",2008,"1","total",8118898
"Andalucía",2006,"1","total",7880193
"Andalucía",2009,"1","total",8193279
"Andalucía",2007,"1","total",8007268
"Andalucía",2010,"1","total",8249853
"Andalucía",2013,"1","total",8332657
"Andalucía",2011,"1","total",8298954
"Andalucía",2014,"1","total",8335227
"Andalucía",2015,"1","total",8340842
"Andalucía",2012,"1","total",8327801
"Aragón",2007,"2","total",1291523
"Aragón",2008,"2","total",1316024
"Aragón",2006,"2","total",1265910
"Aragón",2009,"2","total",1323399
"Aragón",2012,"2","total",1317685
"Aragón",2010,"2","total",1322309
"Aragón",2013,"2","total",1310668
"Aragón",2014,"2","total",1304957
"Aragón",2015,"2","total",1302484
"Aragón",2011,"2","total",1321769
"Asturias (Principado de)",2006,"3","total",1055731
"Asturias (Principado de)",2009,"3","total",1067064
"Asturias (Principado de)",2015,"3","total",1038843
"Asturias (Principado de)",2013,"3","total",1052776
"Asturias (Principado de)",2011,"3","total",1064899
"Asturias (Principado de)",2014,"3","total",1044135
"Asturias (Principado de)",2007,"3","total",1059553
"Asturias (Principado de)",2010,"3","total",1066608
"Asturias (Principado de)",2008,"3","total",1064850
"Asturias (Principado de)",2012,"3","total",1060339
"Balears (Illes)",2014,"4","total",1113542
"Balears (Illes)",2010,"4","total",1080761
"Balears (Illes)",2008,"4","total",1050675
"Balears (Illes)",2006,"4","total",981217
"Balears (Illes)",2012,"4","total",1097888
"Balears (Illes)",2015,"4","total",1117102
"Balears (Illes)",2013,"4","total",1107061
"Balears (Illes)",2011,"4","total",1088739
"Balears (Illes)",2009,"4","total",1071131
"Balears (Illes)",2007,"4","total",1018559
"Canarias",2006,"5","total",1912187
"Canarias",2007,"5","total",1958254
"Canarias",2008,"5","total",1999030
"Canarias",2011,"5","total",2062855
"Canarias",2009,"5","total",2023570
"Canarias",2015,"5","total",2113916
"Canarias",2013,"5","total",2098282
"Canarias",2014,"5","total",2107229
"Canarias",2012,"5","total",2082039
"Canarias",2010,"5","total",2042361
"Cantabria",2008,"6","total",575702
"Cantabria",2006,"6","total",559275
"Cantabria",2009,"6","total",581248
"Cantabria",2007,"6","total",567525
"Cantabria",2010,"6","total",584075
"Cantabria",2013,"6","total",582828
"Cantabria",2011,"6","total",585936
"Cantabria",2014,"6","total",580548
"Cantabria",2015,"6","total",579350
"Cantabria",2012,"6","total",585382
"Castilla y León",2010,"7","total",2498175
"Castilla y León",2008,"7","total",2502836
"Castilla y León",2006,"7","total",2464481
"Castilla y León",2007,"7","total",2487827
"Castilla y León",2011,"7","total",2491897
"Castilla y León",2009,"7","total",2502375
"Castilla y León",2012,"7","total",2476429
"Castilla y León",2015,"7","total",2420450
"Castilla y León",2013,"7","total",2455136
"Castilla y León",2014,"7","total",2432526
"Castilla-La Mancha",2006,"8","total",1923078
"Castilla-La Mancha",2009,"8","total",2051713
"Castilla-La Mancha",2015,"8","total",2029752
"Castilla-La Mancha",2013,"8","total",2055735
"Castilla-La Mancha",2011,"8","total",2076195
"Castilla-La Mancha",2014,"8","total",2038191
"Castilla-La Mancha",2007,"8","total",1982910
"Castilla-La Mancha",2010,"8","total",2065369
"Castilla-La Mancha",2008,"8","total",2027889
"Castilla-La Mancha",2012,"8","total",2071546
"Cataluña",2008,"9","total",7308838
"Cataluña",2014,"9","total",7324728
"Cataluña",2012,"9","total",7421488
"Cataluña",2010,"9","total",7406629
"Cataluña",2013,"9","total",7371336
"Cataluña",2006,"9","total",7018779
"Cataluña",2009,"9","total",7378462
"Cataluña",2015,"9","total",7323285
"Cataluña",2011,"9","total",7431522
"Cataluña",2007,"9","total",7170775
"Ceuta",2010,"18","total",79924
"Ceuta",2008,"18","total",75328
"Ceuta",2006,"18","total",72882
"Ceuta",2007,"18","total",74057
"Ceuta",2011,"18","total",82078
"Ceuta",2009,"18","total",77372
"Ceuta",2012,"18","total",83538
"Ceuta",2015,"18","total",83586
"Ceuta",2013,"18","total",83838
"Ceuta",2014,"18","total",83455
"Comunidad Valenciana",2006,"10","total",4711213
"Comunidad Valenciana",2007,"10","total",4839646
"Comunidad Valenciana",2008,"10","total",4927878
"Comunidad Valenciana",2011,"10","total",4969048
"Comunidad Valenciana",2009,"10","total",4953371
"Comunidad Valenciana",2015,"10","total",4913019
"Comunidad Valenciana",2013,"10","total",4932994
"Comunidad Valenciana",2014,"10","total",4919237
"Comunidad Valenciana",2012,"10","total",4963916
"Comunidad Valenciana",2010,"10","total",4957982
"Extremadura",2008,"11","total",1081184
"Extremadura",2012,"11","total",1089779
"Extremadura",2010,"11","total",1088931
"Extremadura",2013,"11","total",1086200
"Extremadura",2006,"11","total",1068404
"Extremadura",2009,"11","total",1085895
"Extremadura",2007,"11","total",1075682
"Extremadura",2011,"11","total",1091171
"Extremadura",2014,"11","total",1081268
"Extremadura",2015,"11","total",1077258
"Galicia",2006,"12","total",2716162
"Galicia",2007,"12","total",2728575
"Galicia",2010,"12","total",2751212
"Galicia",2008,"12","total",2740876
"Galicia",2014,"12","total",2717006
"Galicia",2012,"12","total",2744194
"Galicia",2015,"12","total",2709050
"Galicia",2013,"12","total",2731713
"Galicia",2011,"12","total",2750486
"Galicia",2009,"12","total",2749315
"Madrid (Comunidad de)",2011,"13","total",6348241
"Madrid (Comunidad de)",2009,"13","total",6298316
"Madrid (Comunidad de)",2007,"13","total",6104685
"Madrid (Comunidad de)",2008,"13","total",6230028
"Madrid (Comunidad de)",2006,"13","total",5963392
"Madrid (Comunidad de)",2012,"13","total",6360670
"Madrid (Comunidad de)",2010,"13","total",6326341
"Madrid (Comunidad de)",2013,"13","total",6321327
"Madrid (Comunidad de)",2014,"13","total",6300301
"Madrid (Comunidad de)",2015,"13","total",6322554
"Melilla",2008,"19","total",71278
"Melilla",2012,"19","total",81765
"Melilla",2010,"19","total",76447
"Melilla",2013,"19","total",82339
"Melilla",2006,"19","total",66986
"Melilla",2009,"19","total",73623
"Melilla",2007,"19","total",69149
"Melilla",2011,"19","total",79261
"Melilla",2014,"19","total",82319
"Melilla",2015,"19","total",82622
"Murcia (Región de)",2013,"14","total",1455106
"Murcia (Región de)",2009,"14","total",1440438
"Murcia (Región de)",2011,"14","total",1453110
"Murcia (Región de)",2014,"14","total",1456085
"Murcia (Región de)",2007,"14","total",1396530
"Murcia (Región de)",2010,"14","total",1448733
"Murcia (Región de)",2008,"14","total",1423611
"Murcia (Región de)",2006,"14","total",1360196
"Murcia (Región de)",2012,"14","total",1453538
"Murcia (Región de)",2015,"14","total",1456594
"Nacional",2014,"0","total",45994938
"Nacional",2010,"0","total",46149096
"Nacional",2008,"0","total",45589322
"Nacional",2006,"0","total",44024770
"Nacional",2012,"0","total",46324541
"Nacional",2015,"0","total",45986385
"Nacional",2013,"0","total",46145716
"Nacional",2011,"0","total",46306768
"Nacional",2009,"0","total",45964525
"Nacional",2007,"0","total",44873630
"Navarra (Comunidad Foral de)",2015,"15","total",627705
"Navarra (Comunidad Foral de)",2013,"15","total",628696
"Navarra (Comunidad Foral de)",2011,"15","total",630758
"Navarra (Comunidad Foral de)",2009,"15","total",621978
"Navarra (Comunidad Foral de)",2007,"15","total",601621
"Navarra (Comunidad Foral de)",2008,"15","total",613750
"Navarra (Comunidad Foral de)",2014,"15","total",627170
"Navarra (Comunidad Foral de)",2012,"15","total",631630
"Navarra (Comunidad Foral de)",2010,"15","total",626995
"Navarra (Comunidad Foral de)",2006,"15","total",588691
"País Vasco",2015,"16","total",2138684
"País Vasco",2013,"16","total",2144341
"País Vasco",2011,"16","total",2162414
"País Vasco",2009,"16","total",2155607
"País Vasco",2007,"16","total",2130421
"País Vasco",2008,"16","total",2145718
"País Vasco",2014,"16","total",2137436
"País Vasco",2012,"16","total",2158614
"País Vasco",2010,"16","total",2159754
"País Vasco",2006,"16","total",2114178
"Rioja (La)",2009,"17","total",316368
"Rioja (La)",2006,"17","total",301814
"Rioja (La)",2007,"17","total",309072
"Rioja (La)",2010,"17","total",316638
"Rioja (La)",2008,"17","total",314928
"Rioja (La)",2011,"17","total",317436
"Rioja (La)",2014,"17","total",309578
"Rioja (La)",2012,"17","total",316301
"Rioja (La)",2015,"17","total",309289
"Rioja (La)",2013,"17","total",312681
"Andalucía",2008,"1","menores",1442482
"Andalucía",2006,"1","menores",1407877
"Andalucía",2009,"1","menores",1453773
"Andalucía",2007,"1","menores",1424949
"Andalucía",2010,"1","menores",1461111
"Andalucía",2013,"1","menores",1476202
"Andalucía",2011,"1","menores",1470426
"Andalucía",2014,"1","menores",1470363
"Andalucía",2015,"1","menores",1466873
"Andalucía",2012,"1","menores",1475909
"Aragón",2007,"2","menores",184027
"Aragón",2008,"2","menores",190227
"Aragón",2006,"2","menores",178214
"Aragón",2009,"2","menores",194390
"Aragón",2012,"2","menores",200494
"Aragón",2010,"2","menores",196786
"Aragón",2013,"2","menores",200866
"Aragón",2014,"2","menores",200660
"Aragón",2015,"2","menores",200400
"Aragón",2011,"2","menores",199002
"Asturias (Principado de)",2006,"3","menores",114904
"Asturias (Principado de)",2009,"3","menores",119824
"Asturias (Principado de)",2015,"3","menores",123360
"Asturias (Principado de)",2013,"3","menores",124093
"Asturias (Principado de)",2011,"3","menores",122715
"Asturias (Principado de)",2014,"3","menores",123705
"Asturias (Principado de)",2007,"3","menores",116201
"Asturias (Principado de)",2010,"3","menores",121388
"Asturias (Principado de)",2008,"3","menores",118062
"Asturias (Principado de)",2012,"3","menores",123728
"Balears (Illes)",2014,"4","menores",183397
"Balears (Illes)",2010,"4","menores",177718
"Balears (Illes)",2008,"4","menores",171212
"Balears (Illes)",2006,"4","menores",160614
"Balears (Illes)",2012,"4","menores",181289
"Balears (Illes)",2015,"4","menores",183270
"Balears (Illes)",2013,"4","menores",182900
"Balears (Illes)",2011,"4","menores",179677
"Balears (Illes)",2009,"4","menores",175399
"Balears (Illes)",2007,"4","menores",165967
"Canarias",2006,"5","menores",319813
"Canarias",2007,"5","menores",324915
"Canarias",2008,"5","menores",329119
"Canarias",2011,"5","menores",331597
"Canarias",2009,"5","menores",330450
"Canarias",2015,"5","menores",322420
"Canarias",2013,"5","menores",329316
"Canarias",2014,"5","menores",324467
"Canarias",2012,"5","menores",331101
"Canarias",2010,"5","menores",330804
"Cantabria",2008,"6","menores",78473
"Cantabria",2006,"6","menores",74512
"Cantabria",2009,"6","menores",80387
"Cantabria",2007,"6","menores",76326
"Cantabria",2010,"6","menores",82014
"Cantabria",2013,"6","menores",84752
"Cantabria",2011,"6","menores",83556
"Cantabria",2014,"6","menores",84868
"Cantabria",2015,"6","menores",84834
"Cantabria",2012,"6","menores",84420
"Castilla y León",2010,"7","menores",326960
"Castilla y León",2008,"7","menores",323740
"Castilla y León",2006,"7","menores",315273
"Castilla y León",2007,"7","menores",319263
"Castilla y León",2011,"7","menores",327955
"Castilla y León",2009,"7","menores",325875
"Castilla y León",2012,"7","menores",327675
"Castilla y León",2015,"7","menores",320250
"Castilla y León",2013,"7","menores",325330
"Castilla y León",2014,"7","menores",322074
"Castilla-La Mancha",2006,"8","menores",320659
"Castilla-La Mancha",2009,"8","menores",342493
"Castilla-La Mancha",2015,"8","menores",340237
"Castilla-La Mancha",2013,"8","menores",347091
"Castilla-La Mancha",2011,"8","menores",349282
"Castilla-La Mancha",2014,"8","menores",342448
"Castilla-La Mancha",2007,"8","menores",329515
"Castilla-La Mancha",2010,"8","menores",346057
"Castilla-La Mancha",2008,"8","menores",337141
"Castilla-La Mancha",2012,"8","menores",349582
"Cataluña",2008,"9","menores",1167253
"Cataluña",2014,"9","menores",1249467
"Cataluña",2012,"9","menores",1253853
"Cataluña",2010,"9","menores",1220614
"Cataluña",2013,"9","menores",1254283
"Cataluña",2006,"9","menores",1089709
"Cataluña",2009,"9","menores",1198422
"Cataluña",2015,"9","menores",1248062
"Cataluña",2011,"9","menores",1242104
"Cataluña",2007,"9","menores",1127970
"Ceuta",2010,"18","menores",17484
"Ceuta",2008,"18","menores",16528
"Ceuta",2006,"18","menores",15975
"Ceuta",2007,"18","menores",16203
"Ceuta",2011,"18","menores",18183
"Ceuta",2009,"18","menores",16902
"Ceuta",2012,"18","menores",18595
"Ceuta",2015,"18","menores",18835
"Ceuta",2013,"18","menores",18839
"Ceuta",2014,"18","menores",18837
"Comunidad Valenciana",2006,"10","menores",744238
"Comunidad Valenciana",2007,"10","menores",767852
"Comunidad Valenciana",2008,"10","menores",787004
"Comunidad Valenciana",2011,"10","menores",806928
"Comunidad Valenciana",2009,"10","menores",796905
"Comunidad Valenciana",2015,"10","menores",800627
"Comunidad Valenciana",2013,"10","menores",806263
"Comunidad Valenciana",2014,"10","menores",802900
"Comunidad Valenciana",2012,"10","menores",808982
"Comunidad Valenciana",2010,"10","menores",801429
"Extremadura",2008,"11","menores",173292
"Extremadura",2012,"11","menores",170425
"Extremadura",2010,"11","menores",172019
"Extremadura",2013,"11","menores",168706
"Extremadura",2006,"11","menores",175528
"Extremadura",2009,"11","menores",172776
"Extremadura",2007,"11","menores",174273
"Extremadura",2011,"11","menores",171472
"Extremadura",2014,"11","menores",166550
"Extremadura",2015,"11","menores",165100
"Galicia",2006,"12","menores",335714
"Galicia",2007,"12","menores",337300
"Galicia",2010,"12","menores",344349
"Galicia",2008,"12","menores",339790
"Galicia",2014,"12","menores",348392
"Galicia",2012,"12","menores",349041
"Galicia",2015,"12","menores",347479
"Galicia",2013,"12","menores",349426
"Galicia",2011,"12","menores",346986
"Galicia",2009,"12","menores",342346
"Madrid (Comunidad de)",2011,"13","menores",1051770
"Madrid (Comunidad de)",2009,"13","menores",1023646
"Madrid (Comunidad de)",2007,"13","menores",970403
"Madrid (Comunidad de)",2008,"13","menores",1000464
"Madrid (Comunidad de)",2006,"13","menores",942508
"Madrid (Comunidad de)",2012,"13","menores",1064022
"Madrid (Comunidad de)",2010,"13","menores",1038631
"Madrid (Comunidad de)",2013,"13","menores",1066320
"Madrid (Comunidad de)",2014,"13","menores",1068328
"Madrid (Comunidad de)",2015,"13","menores",1072757
"Melilla",2008,"19","menores",17342
"Melilla",2012,"19","menores",20145
"Melilla",2010,"19","menores",18497
"Melilla",2013,"19","menores",20662
"Melilla",2006,"19","menores",16290
"Melilla",2009,"19","menores",17879
"Melilla",2007,"19","menores",16783
"Melilla",2011,"19","menores",19301
"Melilla",2014,"19","menores",20840
"Melilla",2015,"19","menores",20883
"Murcia (Región de)",2013,"14","menores",274366
"Murcia (Región de)",2009,"14","menores",269549
"Murcia (Región de)",2011,"14","menores",273273
"Murcia (Región de)",2014,"14","menores",274097
"Murcia (Región de)",2007,"14","menores",258087
"Murcia (Región de)",2010,"14","menores",271838
"Murcia (Región de)",2008,"14","menores",264741
"Murcia (Región de)",2006,"14","menores",250951
"Murcia (Región de)",2012,"14","menores",273878
"Murcia (Región de)",2015,"14","menores",273801
"Nacional",2014,"0","menores",7480372
"Nacional",2010,"0","menores",7388981
"Nacional",2008,"0","menores",7199189
"Nacional",2006,"0","menores",6881941
"Nacional",2012,"0","menores",7509525
"Nacional",2015,"0","menores",7469198
"Nacional",2013,"0","menores",7507108
"Nacional",2011,"0","menores",7464440
"Nacional",2009,"0","menores",7313560
"Nacional",2007,"0","menores",7040546
"Navarra (Comunidad Foral de)",2015,"15","menores",106023
"Navarra (Comunidad Foral de)",2013,"15","menores",106039
"Navarra (Comunidad Foral de)",2011,"15","menores",104947
"Navarra (Comunidad Foral de)",2009,"15","menores",101494
"Navarra (Comunidad Foral de)",2007,"15","menores",95398
"Navarra (Comunidad Foral de)",2008,"15","menores",98598
"Navarra (Comunidad Foral de)",2014,"15","menores",105921
"Navarra (Comunidad Foral de)",2012,"15","menores",106067
"Navarra (Comunidad Foral de)",2010,"15","menores",103295
"Navarra (Comunidad Foral de)",2006,"15","menores",92368
"País Vasco",2015,"16","menores",324566
"País Vasco",2013,"16","menores",321538
"País Vasco",2011,"16","menores",315172
"País Vasco",2009,"16","menores",302460
"País Vasco",2007,"16","menores",289309
"País Vasco",2008,"16","menores",296138
"País Vasco",2014,"16","menores",323452
"País Vasco",2012,"16","menores",319901
"País Vasco",2010,"16","menores",308682
"País Vasco",2006,"16","menores",282689
"Rioja (La)",2009,"17","menores",48589
"Rioja (La)",2006,"17","menores",44102
"Rioja (La)",2007,"17","menores",45806
"Rioja (La)",2010,"17","menores",49307
"Rioja (La)",2008,"17","menores",47586
"Rioja (La)",2011,"17","menores",50093
"Rioja (La)",2014,"17","menores",49605
"Rioja (La)",2012,"17","menores",50417
"Rioja (La)",2015,"17","menores",49422
"Rioja (La)",2013,"17","menores",50118
"Andalucía",2008,"1","mayores",6676417
"Andalucía",2006,"1","mayores",6472315
"Andalucía",2009,"1","mayores",6739505
"Andalucía",2007,"1","mayores",6582318
"Andalucía",2010,"1","mayores",6788742
"Andalucía",2013,"1","mayores",6856455
"Andalucía",2011,"1","mayores",6828528
"Andalucía",2014,"1","mayores",6864865
"Andalucía",2015,"1","mayores",6873969
"Andalucía",2012,"1","mayores",6851892
"Aragón",2007,"2","mayores",1107497
"Aragón",2008,"2","mayores",1125797
"Aragón",2006,"2","mayores",1087696
"Aragón",2009,"2","mayores",1129009
"Aragón",2012,"2","mayores",1117191
"Aragón",2010,"2","mayores",1125523
"Aragón",2013,"2","mayores",1109802
"Aragón",2014,"2","mayores",1104297
"Aragón",2015,"2","mayores",1102085
"Aragón",2011,"2","mayores",1122767
"Asturias (Principado de)",2006,"3","mayores",940827
"Asturias (Principado de)",2009,"3","mayores",947240
"Asturias (Principado de)",2015,"3","mayores",915483
"Asturias (Principado de)",2013,"3","mayores",928683
"Asturias (Principado de)",2011,"3","mayores",942184
"Asturias (Principado de)",2014,"3","mayores",920430
"Asturias (Principado de)",2007,"3","mayores",943351
"Asturias (Principado de)",2010,"3","mayores",945220
"Asturias (Principado de)",2008,"3","mayores",946788
"Asturias (Principado de)",2012,"3","mayores",936611
"Balears (Illes)",2014,"4","mayores",930145
"Balears (Illes)",2010,"4","mayores",903044
"Balears (Illes)",2008,"4","mayores",879463
"Balears (Illes)",2006,"4","mayores",820603
"Balears (Illes)",2012,"4","mayores",916599
"Balears (Illes)",2015,"4","mayores",933832
"Balears (Illes)",2013,"4","mayores",924161
"Balears (Illes)",2011,"4","mayores",909062
"Balears (Illes)",2009,"4","mayores",895732
"Balears (Illes)",2007,"4","mayores",852592
"Canarias",2006,"5","mayores",1592373
"Canarias",2007,"5","mayores",1633339
"Canarias",2008,"5","mayores",1669911
"Canarias",2011,"5","mayores",1731257
"Canarias",2009,"5","mayores",1693120
"Canarias",2015,"5","mayores",1791496
"Canarias",2013,"5","mayores",1768966
"Canarias",2014,"5","mayores",1782762
"Canarias",2012,"5","mayores",1750937
"Canarias",2010,"5","mayores",1711557
"Cantabria",2008,"6","mayores",497229
"Cantabria",2006,"6","mayores",484763
"Cantabria",2009,"6","mayores",500861
"Cantabria",2007,"6","mayores",491199
"Cantabria",2010,"6","mayores",502061
"Cantabria",2013,"6","mayores",498076
"Cantabria",2011,"6","mayores",502380
"Cantabria",2014,"6","mayores",495679
"Cantabria",2015,"6","mayores",494516
"Cantabria",2012,"6","mayores",500962
"Castilla y León",2010,"7","mayores",2171214
"Castilla y León",2008,"7","mayores",2179096
"Castilla y León",2006,"7","mayores",2149208
"Castilla y León",2007,"7","mayores",2168564
"Castilla y León",2011,"7","mayores",2163942
"Castilla y León",2009,"7","mayores",2176500
"Castilla y León",2012,"7","mayores",2148753
"Castilla y León",2015,"7","mayores",2100200
"Castilla y León",2013,"7","mayores",2129806
"Castilla y León",2014,"7","mayores",2110452
"Castilla-La Mancha",2006,"8","mayores",1602418
"Castilla-La Mancha",2009,"8","mayores",1709220
"Castilla-La Mancha",2015,"8","mayores",1689515
"Castilla-La Mancha",2013,"8","mayores",1708644
"Castilla-La Mancha",2011,"8","mayores",1726913
"Castilla-La Mancha",2014,"8","mayores",1695742
"Castilla-La Mancha",2007,"8","mayores",1653395
"Castilla-La Mancha",2010,"8","mayores",1719312
"Castilla-La Mancha",2008,"8","mayores",1690748
"Castilla-La Mancha",2012,"8","mayores",1721963
"Cataluña",2008,"9","mayores",6141585
"Cataluña",2014,"9","mayores",6075260
"Cataluña",2012,"9","mayores",6167635
"Cataluña",2010,"9","mayores",6186014
"Cataluña",2013,"9","mayores",6117053
"Cataluña",2006,"9","mayores",5929069
"Cataluña",2009,"9","mayores",6180040
"Cataluña",2015,"9","mayores",6075223
"Cataluña",2011,"9","mayores",6189417
"Cataluña",2007,"9","mayores",6042805
"Ceuta",2010,"18","mayores",62440
"Ceuta",2008,"18","mayores",58800
"Ceuta",2006,"18","mayores",56907
"Ceuta",2007,"18","mayores",57854
"Ceuta",2011,"18","mayores",63895
"Ceuta",2009,"18","mayores",60470
"Ceuta",2012,"18","mayores",64944
"Ceuta",2015,"18","mayores",64751
"Ceuta",2013,"18","mayores",64999
"Ceuta",2014,"18","mayores",64618
"Comunidad Valenciana",2006,"10","mayores",3966975
"Comunidad Valenciana",2007,"10","mayores",4071794
"Comunidad Valenciana",2008,"10","mayores",4140874
"Comunidad Valenciana",2011,"10","mayores",4162120
"Comunidad Valenciana",2009,"10","mayores",4156466
"Comunidad Valenciana",2015,"10","mayores",4112392
"Comunidad Valenciana",2013,"10","mayores",4126732
"Comunidad Valenciana",2014,"10","mayores",4116337
"Comunidad Valenciana",2012,"10","mayores",4154934
"Comunidad Valenciana",2010,"10","mayores",4156553
"Extremadura",2008,"11","mayores",907891
"Extremadura",2012,"11","mayores",919354
"Extremadura",2010,"11","mayores",916912
"Extremadura",2013,"11","mayores",917494
"Extremadura",2006,"11","mayores",892876
"Extremadura",2009,"11","mayores",913119
"Extremadura",2007,"11","mayores",901409
"Extremadura",2011,"11","mayores",919699
"Extremadura",2014,"11","mayores",914718
"Extremadura",2015,"11","mayores",912158
"Galicia",2006,"12","mayores",2380448
"Galicia",2007,"12","mayores",2391275
"Galicia",2010,"12","mayores",2406864
"Galicia",2008,"12","mayores",2401086
"Galicia",2014,"12","mayores",2368614
"Galicia",2012,"12","mayores",2395153
"Galicia",2015,"12","mayores",2361571
"Galicia",2013,"12","mayores",2382287
"Galicia",2011,"12","mayores",2403501
"Galicia",2009,"12","mayores",2406969
"Madrid (Comunidad de)",2011,"13","mayores",5296470
"Madrid (Comunidad de)",2009,"13","mayores",5274670
"Madrid (Comunidad de)",2007,"13","mayores",5134282
"Madrid (Comunidad de)",2008,"13","mayores",5229565
"Madrid (Comunidad de)",2006,"13","mayores",5020883
"Madrid (Comunidad de)",2012,"13","mayores",5296648
"Madrid (Comunidad de)",2010,"13","mayores",5287710
"Madrid (Comunidad de)",2013,"13","mayores",5255008
"Madrid (Comunidad de)",2014,"13","mayores",5231973
"Madrid (Comunidad de)",2015,"13","mayores",5249797
"Melilla",2008,"19","mayores",53936
"Melilla",2012,"19","mayores",61620
"Melilla",2010,"19","mayores",57950
"Melilla",2013,"19","mayores",61678
"Melilla",2006,"19","mayores",50696
"Melilla",2009,"19","mayores",55744
"Melilla",2007,"19","mayores",52366
"Melilla",2011,"19","mayores",59960
"Melilla",2014,"19","mayores",61480
"Melilla",2015,"19","mayores",61739
"Murcia (Región de)",2013,"14","mayores",1180740
"Murcia (Región de)",2009,"14","mayores",1170889
"Murcia (Región de)",2011,"14","mayores",1179837
"Murcia (Región de)",2014,"14","mayores",1181989
"Murcia (Región de)",2007,"14","mayores",1138443
"Murcia (Región de)",2010,"14","mayores",1176896
"Murcia (Región de)",2008,"14","mayores",1158870
"Murcia (Región de)",2006,"14","mayores",1109245
"Murcia (Región de)",2012,"14","mayores",1179660
"Murcia (Región de)",2015,"14","mayores",1182793
"Nacional",2014,"0","mayores",38514567
"Nacional",2010,"0","mayores",38760115
"Nacional",2008,"0","mayores",38390132
"Nacional",2006,"0","mayores",37142829
"Nacional",2012,"0","mayores",38815016
"Nacional",2015,"0","mayores",38517187
"Nacional",2013,"0","mayores",38638608
"Nacional",2011,"0","mayores",38842328
"Nacional",2009,"0","mayores",38650965
"Nacional",2007,"0","mayores",37833084
"Navarra (Comunidad Foral de)",2015,"15","mayores",521682
"Navarra (Comunidad Foral de)",2013,"15","mayores",522658
"Navarra (Comunidad Foral de)",2011,"15","mayores",525810
"Navarra (Comunidad Foral de)",2009,"15","mayores",520484
"Navarra (Comunidad Foral de)",2007,"15","mayores",506223
"Navarra (Comunidad Foral de)",2008,"15","mayores",515153
"Navarra (Comunidad Foral de)",2014,"15","mayores",521249
"Navarra (Comunidad Foral de)",2012,"15","mayores",525563
"Navarra (Comunidad Foral de)",2010,"15","mayores",523700
"Navarra (Comunidad Foral de)",2006,"15","mayores",496323
"País Vasco",2015,"16","mayores",1814117
"País Vasco",2013,"16","mayores",1822803
"País Vasco",2011,"16","mayores",1847242
"País Vasco",2009,"16","mayores",1853147
"País Vasco",2007,"16","mayores",1841111
"País Vasco",2008,"16","mayores",1849579
"País Vasco",2014,"16","mayores",1813984
"País Vasco",2012,"16","mayores",1838713
"País Vasco",2010,"16","mayores",1851072
"País Vasco",2006,"16","mayores",1831489
"Rioja (La)",2009,"17","mayores",267779
"Rioja (La)",2006,"17","mayores",257712
"Rioja (La)",2007,"17","mayores",263266
"Rioja (La)",2010,"17","mayores",267331
"Rioja (La)",2008,"17","mayores",267342
"Rioja (La)",2011,"17","mayores",267343
"Rioja (La)",2014,"17","mayores",259973
"Rioja (La)",2012,"17","mayores",265883
"Rioja (La)",2015,"17","mayores",259867
"Rioja (La)",2013,"17","mayores",262563
"Andalucía",2008,"1","activos",3841948
"Andalucía",2006,"1","activos",3591858
"Andalucía",2009,"1","activos",3922352
"Andalucía",2007,"1","activos",3712161
"Andalucía",2010,"1","activos",3978952
"Andalucía",2013,"1","activos",4032038
"Andalucía",2011,"1","activos",4004436
"Andalucía",2014,"1","activos",4038669
"Andalucía",2015,"1","activos",4042878
"Andalucía",2012,"1","activos",4045134
"Aragón",2007,"2","activos",658211
"Aragón",2008,"2","activos",674877
"Aragón",2006,"2","activos",622084
"Aragón",2009,"2","activos",671758
"Aragón",2012,"2","activos",671695
"Aragón",2010,"2","activos",661853
"Aragón",2013,"2","activos",655425
"Aragón",2014,"2","activos",650637
"Aragón",2015,"2","activos",644298
"Aragón",2011,"2","activos",663674
"Asturias (Principado de)",2006,"3","activos",470437
"Asturias (Principado de)",2009,"3","activos",492210
"Asturias (Principado de)",2015,"3","activos",458909
"Asturias (Principado de)",2013,"3","activos",486967
"Asturias (Principado de)",2011,"3","activos",488667
"Asturias (Principado de)",2014,"3","activos",477135
"Asturias (Principado de)",2007,"3","activos",476766
"Asturias (Principado de)",2010,"3","activos",490004
"Asturias (Principado de)",2008,"3","activos",498632
"Asturias (Principado de)",2012,"3","activos",489833
"Balears (Illes)",2014,"4","activos",603607
"Balears (Illes)",2010,"4","activos",598925
"Balears (Illes)",2008,"4","activos",571588
"Balears (Illes)",2006,"4","activos",528869
"Balears (Illes)",2012,"4","activos",614156
"Balears (Illes)",2015,"4","activos",586590
"Balears (Illes)",2013,"4","activos",612033
"Balears (Illes)",2011,"4","activos",595181
"Balears (Illes)",2009,"4","activos",590002
"Balears (Illes)",2007,"4","activos",549046
"Canarias",2006,"5","activos",972956
"Canarias",2007,"5","activos",995185
"Canarias",2008,"5","activos",1015002
"Canarias",2011,"5","activos",1086959
"Canarias",2009,"5","activos",1047316
"Canarias",2015,"5","activos",1114984
"Canarias",2013,"5","activos",1101077
"Canarias",2014,"5","activos",1093124
"Canarias",2012,"5","activos",1102713
"Canarias",2010,"5","activos",1059963
"Cantabria",2008,"6","activos",284671
"Cantabria",2006,"6","activos",269197
"Cantabria",2009,"6","activos",285502
"Cantabria",2007,"6","activos",278183
"Cantabria",2010,"6","activos",281788
"Cantabria",2013,"6","activos",279634
"Cantabria",2011,"6","activos",283537
